,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
10,False,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,"['Action', 'Adventure', 'Animation', 'Family']",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",61.781,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,2018-06-14,Incredibles 2,False,7.5,11913
11,False,/skauHPLA4so9PqOuu3jhWmiWnFd.jpg,"['Action', 'Adventure', 'Fantasy']",297802,en,Aquaman,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",74.722,/uCg2HPY7rBCrh1YGpXam9LH1xKZ.jpg,2018-12-07,Aquaman,False,6.9,12795
12,False,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg,"['Action', 'Adventure', 'Science Fiction']",429617,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",115.852,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019-06-28,Spider-Man: Far From Home,False,7.5,14240
13,False,/k5V2cbDZvYIu6BKIK0Q0KGyAUDB.jpg,"['Action', 'Adventure', 'Science Fiction']",299537,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",68.005,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,2019-03-06,Captain Marvel,False,6.9,14456
14,False,/hO7KbdvGOtDdeg0W4Y5nKEHeDDh.jpg,"['Crime', 'Thriller', 'Drama']",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",87.259,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.2,23030
15,False,/SPkEiZGxq5aHWQ2Zw7AITwSEo2.jpg,"['Adventure', 'Action', 'Science Fiction']",181812,en,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",59.367,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,2019-12-18,Star Wars: The Rise of Skywalker,False,6.4,8895
16,False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",301528,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",93.476,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.5,8940
17,False,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,"['Adventure', 'Fantasy', 'Romance', 'Family']",420817,en,Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,62.865,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,2019-05-22,Aladdin,False,7.1,9319
18,False,/hT9ZUwLN5tB2O7miBu1oIMJFqJT.jpg,"['Adventure', 'Action', 'Science Fiction']",507086,en,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",254.742,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,False,6.8,5004
19,False,/9xCsRVN71R6KrzlFUrKkwhYuDBE.jpg,['Music'],1148557,ko,As If It’s Your Last,"""As If It's Your Last"" (Korean: 마지막처럼; RR: Majimakcheoreom) is a song recorded by South Korean girl group Blackpink. It was released as a standalone single via YG Entertainment on June 22, 2017, and was made available to digital outlets.",1.099,/kPoFx4kY1LL4k4RdPkCm3g6ALer.jpg,2018-06-05,As If It’s Your Last,False,0.0,0
20,False,/iKUwhA4DUxMcNKu5lLSbDFwwilk.jpg,"['Fantasy', 'Action', 'Adventure']",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",224.616,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.4,7710
21,False,/uMSxXLfH7v30gRNBqsQaSP3yqX5.jpg,"['Animation', 'Comedy', 'Family']",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",184.896,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.4,2949
22,False,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,"['Music', 'Drama', 'History']",424694,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",53.452,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,Bohemian Rhapsody,False,8.0,15792
23,False,/hK4fGABzMzqZhULjOaP4TmU8GhY.jpg,"['Mystery', 'Comedy']",1020253,en,Vacancy,"After an unexplained murder, 3 friends locked in a school search for answers, a way out, and vengeance.",0.6,/dyOHHtWsHKMMbQzz55vEHGsmFju.jpg,2018-05-26,Vacancy,False,10.0,1
24,False,/dwNeWkccTWJCgfc6yqpkuH93nSu.jpg,"['Drama', 'War']",779029,zh,长津湖,"Korean War, winter 1950. In the frozen and snowy area of Changjin Lake, a bloody battle is about to begin between the elite troops of the United States and China.",13.946,/iXvAlIo4DPLBiraC2KLu4977Wo2.jpg,2021-09-30,The Battle at Lake Changjin,False,6.0,66
25,False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,"['Action', 'Adventure', 'Science Fiction']",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",377.757,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.2,5185
26,False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"['Science Fiction', 'Action']",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",85.104,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.8,14539
27,False,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,"['Science Fiction', 'Adventure', 'Action']",447365,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",4149.285,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,Guardians of the Galaxy Vol. 3,False,8.1,3373
28,False,/cTD9U4QLJHEL75ee1NoqIIeBc1y.jpg,"['Drama', 'Comedy', 'Fantasy']",758891,zh,你好，李焕英,"Devastated after her mom's serious accident and grief-stricken because she hasn't become the daughter she wanted to be for her mother, Jia Xiaoling finds herself transported back in time to the year 1981, where she meets her young mother before she was her mom.",8.755,/31W7qLEMqQKgdCeCtV9EbVi3bwG.jpg,2021-02-12,"Hi, Mom",False,7.2,114
29,False,/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,"['Adventure', 'Comedy', 'Fantasy']",512200,en,Jumanji: The Next Level,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",77.048,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,2019-12-04,Jumanji: The Next Level,False,6.9,7815
30,False,/aw4FOsWr2FY373nKSxbpNi3fz4F.jpg,"['Action', 'Adventure']",353081,en,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",164.065,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,2018-07-13,Mission: Impossible - Fallout,False,7.4,7344
31,False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"['Action', 'Comedy', 'Adventure']",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,120.634,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,Deadpool 2,False,7.5,16114
32,False,/t0GulBaVx15HzvI9fO6YIPvGasJ.jpg,"['Adventure', 'Action', 'Thriller']",370172,en,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",78.153,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,2021-09-29,No Time to Die,False,7.4,5353
33,False,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"['Crime', 'Mystery', 'Thriller']",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",259.68,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.7,8233
34,False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"['Fantasy', 'Action', 'Comedy']",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",244.548,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.5,6234
35,False,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,"['Action', 'Adventure', 'Comedy']",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",106.495,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,False,6.9,6494
36,False,/eGK2JJO1ZeoabWThHmC9IjUTmfP.jpg,"['Animation', 'Fantasy', 'Adventure']",615453,zh,哪吒之魔童降世,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",17.99,/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg,2019-07-26,Ne Zha,False,7.9,349
37,False,/xXHZeb1yhJvnSHPzZDqee0zfMb6.jpg,"['Action', 'Adventure', 'Crime']",385128,en,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,98.951,/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,2021-05-19,F9,False,7.2,6516
38,False,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,"['Action', 'Crime', 'Thriller']",385687,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2832.09,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,False,7.3,2878
39,False,/myHjYG5BnavxtWHVUbjrWnt9ocx.jpg,"['Action', 'Comedy', 'Mystery']",602666,zh,唐人街探案3,"Following the excitement of first Bangkok and then New York, a big murder case takes place in Tokyo. Chinatown master detectives Tangren and Qinfeng are invited to take up the mystery. Adding to the excitement are the other detectives on the CRIMASTER international detective list as well as the current top rank, Q. Yet another hilarious battle of wits is set to take place...",10.187,/jPF7uzdrJ3gynLAgNdCG9CevqAS.jpg,2021-02-12,Detective Chinatown 3,False,5.8,57
40,False,/hcWXnOL7ScXpFQVjJruYUODeQxX.jpg,"['Mystery', 'Comedy', 'Thriller', 'History']",1066298,zh,满江红,"During China's Song Dynasty, A mysterious murder occurs at Chancellor Quin Hui's residence after meeting delegates from the neighboring Jin Dynasty. The members become embroiled not just in a murder mystery, but a larger conspiracy concerning the fate of the empire.",41.703,/kOoxkXTYTi4OipM5G97gK9jnYIk.jpg,2023-01-22,Full River Red,False,5.6,90
41,False,/4HodYYKEIsGOdinkGi2Ucz6X9i0.jpg,"['Action', 'Adventure', 'Animation', 'Science Fiction']",569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",1360.791,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,False,8.5,2424
42,False,/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,"['Fantasy', 'Adventure', 'Family']",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",39.436,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.9,10090
43,False,/mMA2YNddowV8MZtxpbn0a7Yilum.jpg,"['War', 'History', 'Action', 'Drama']",928123,zh,长津湖之水门桥,"In the follow-up to ""The Battle At Lake Changjin"", brothers Wu Qianli and Wu Wanli undertake a new task for the People's Volunteer Army, defending a bridge part of the American troops' escape route from the advancing Chinese.",64.092,/4W58wirZhbzcw2lNzRS2ErKnOGS.jpg,2022-02-01,The Battle at Lake Changjin: Water Gate Bridge,False,6.6,50
44,False,/iYdgEUE2W2aJkgqfSjf1x3gFfuV.jpg,"['Action', 'Adventure', 'Science Fiction']",363088,en,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",54.977,/2mnK5VtjzYRWvQB1zLhZWtAJwzk.jpg,2018-07-04,Ant-Man and the Wasp,False,7.0,12350
45,False,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,"['Science Fiction', 'Adventure', 'Action']",333339,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",77.875,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,2018-03-28,Ready Player One,False,7.6,14223
46,False,/qElNES0sHVQcbzvGrTx7ccpGzij.jpg,"['Science Fiction', 'Action', 'Drama']",842675,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",294.066,/pR858ihc6Ls9xohpdRJVjV787ml.jpg,2023-01-22,The Wandering Earth II,False,7.2,287
47,False,/uQNB6ccHv4uR21643xqyhK5Dk6W.jpg,"['Action', 'Thriller', 'War', 'Drama']",460555,zh,红海行动,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",26.028,/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,2018-02-16,Operation Red Sea,False,7.1,230
48,False,/fCw8CVgII6W7ALbIh0SgXax3Hsj.jpg,"['Adventure', 'Family', 'Fantasy', 'Romance']",447277,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",1060.326,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,The Little Mermaid,False,6.3,912
49,False,/2uSCHUsmzb6KkQPFSxBQ7bgfJLE.jpg,"['Action', 'Science Fiction', 'Horror']",345940,en,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",292.216,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,2018-08-09,The Meg,False,6.2,6593
50,False,/qDQEQbgP3v7B9IYLAUcYexNrVYP.jpg,"['Family', 'Animation', 'Comedy', 'Adventure']",404368,en,Ralph Breaks the Internet,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",60.887,/iVCrhBcpDaHGvv7CLYbK6PuXZo1.jpg,2018-11-20,Ralph Breaks the Internet,False,7.2,6878
51,False,/m03jul0YdVEOFXEQVUv6pOVQYGL.jpg,"['Animation', 'Comedy', 'Family', 'Fantasy']",400155,en,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",56.343,/gjAFM4xhA5vyLxxKMz38ujlUfDL.jpg,2018-06-28,Hotel Transylvania 3: Summer Vacation,False,6.9,3989
52,False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,"['Animation', 'Family', 'Adventure']",166428,en,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",85.707,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,2019-01-03,How to Train Your Dragon: The Hidden World,False,7.8,5725
53,False,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,"['Animation', 'Family', 'Comedy', 'Fantasy']",360920,en,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,55.84,/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,2018-11-08,The Grinch,False,6.8,3345
54,False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"['Science Fiction', 'Action', 'Adventure']",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",156.635,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.9,8972
55,False,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",150.318,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.3,3284
56,False,,[],747121,en,Alha Sahma,"A bounty hunter has a mission, kill a jew, but things don't go according to plan.",0.6,/m7sGOqpSDGxk23qxBPkZ4qcZ2v9.jpg,2019-04-12,Alha Sahma,False,10.0,1
